OBJECTID,ID_0,ISO,NAME_0,ID_1,NAME_1,ID_2,NAME_2,HASC_2,CCN_2,CCA_2,TYPE_2,ENGTYPE_2,NL_NAME_2,VARNAME_2,Shape__Area,Shape__Length,ID,sourceCountry,ENRICH_FID,aggregationMethod,HasData,MALES_CY,FEMALES_CY,FAGE01_CY,FAGE02_CY,FAGE03_CY,FAGE04_CY,FAGE05_CY,MAGE01_CY,MAGE02_CY,MAGE03_CY,MAGE04_CY,MAGE05_CY,PAGE01_CY,PAGE02_CY,PAGE03_CY,PAGE04_CY,PAGE05_CY,TOTHH_CY,AVGHHSZ_CY,InPoly_FID,SimPgnFlag,MaxSimpTol,MinSimpTol,Shape__Area_2,Shape__Length_2
362,250,VNM,Vietnam,34,Kon Tum,363,Kon Tum,VN.KT.KT,,,Thi xa,Township,,,0.03616256,1.00508242,361,VN,363,BlockApportionment:VN.Districts,1,86443,77875,24303,22275,17087,9049,5161,28597,24509,19804,9598,3935,52900,46784,36891,18648,9096,38793,4.2,363,0,4.4966102304e-05,4.4966102304e-05,0.03616360185822,1.00343773593013
363,250,VNM,Vietnam,34,Kon Tum,364,Ngọc Hồi,VN.KT.NH,,,Huyện,District,,Ngoc Hoi,0.07030627,1.79530218,362,VN,364,BlockApportionment:VN.Districts,1,26047,22844,7788,6848,4612,2461,1136,8987,7931,5557,2636,935,16775,14779,10169,5097,2071,11903,4.1,364,0,4.4966102304e-05,4.4966102304e-05,0.070306457458287,1.79273068498844
364,250,VNM,Vietnam,34,Kon Tum,365,Sa Thầy,VN.KT.ST,,,Huyện,District,,Sa Thay,0.07041985,1.74656778,363,VN,365,BlockApportionment:VN.Districts,1,12340,10611,3812,3153,1927,1118,601,4370,3934,2378,1134,524,8182,7087,4305,2253,1125,5454,4.2,365,0,4.4966102304e-05,4.4966102304e-05,0.070421028780856,1.74404254558507
365,250,VNM,Vietnam,34,Kon Tum,366,Tu Mơ Rông,,,,Huyện,District,,,0.07214615,1.58727856,364,VN,366,BlockApportionment:VN.Districts,1,13362,11368,4812,3264,1558,1024,711,5290,4339,2095,1012,627,10101,7603,3653,2036,1337,5257,4.7,366,0,4.4966102304e-05,4.4966102304e-05,0.072145877868138,1.58530611309875
366,250,VNM,Vietnam,35,Lào Cai,367,Bát Xát,VN.LO.BX,,,Huyện,District,,Bat Xat,0.0923753,1.68444151,365,VN,367,BlockApportionment:VN.Districts,1,39829,38486,13322,11367,7339,4043,2415,14300,12375,7820,3828,1505,27623,23743,15159,7871,3920,16756,4.7,367,0,4.4966102304e-05,4.4966102304e-05,0.092375476191137,1.68420810739499
367,250,VNM,Vietnam,35,Lào Cai,368,Bắc Hà,VN.LO.BH,,,Huyện,District,,Bac Ha,0.0601065,1.4306861,366,VN,368,BlockApportionment:VN.Districts,1,30539,29344,10778,8210,5480,3073,1804,11564,9099,5640,2928,1307,22343,17309,11120,6001,3110,12540,4.8,368,0,4.4966102304e-05,4.4966102304e-05,0.060106692292038,1.43066054028129
368,250,VNM,Vietnam,35,Lào Cai,369,Bảo Thắng,VN.LO.BT,,,Huyện,District,,Bao Thang,0.05996258,1.41649505,367,VN,369,BlockApportionment:VN.Districts,1,55507,53461,14611,15227,11178,7882,4563,15666,17391,11725,7611,3114,30277,32618,22903,15493,7677,27973,3.9,369,0,4.4966102304e-05,4.4966102304e-05,0.059961827158986,1.41642764009369
369,250,VNM,Vietnam,35,Lào Cai,370,Bảo Yên,VN.LO.BY,,,Huyện,District,,Bao Yen,0.07218784,2.046684,368,VN,370,BlockApportionment:VN.Districts,1,43013,41934,12915,12759,8219,4973,3069,13831,13831,8440,4698,2214,26746,26589,16659,9671,5283,19609,4.3,370,0,4.4966102304e-05,4.4966102304e-05,0.072188004133295,2.04619763513091
370,250,VNM,Vietnam,35,Lào Cai,371,Lào Cai,VN.LO.LC ,,,Than Pho,City,,Lao Cai,0.01984785,0.79139321,369,VN,371,BlockApportionment:VN.Districts,1,55835,55461,13043,15969,13773,8308,4368,14088,15815,14038,8803,3091,27131,31784,27811,17110,7459,31868,3.5,371,0,4.4966102304e-05,4.4966102304e-05,0.019848013728506,0.791372543927391
371,250,VNM,Vietnam,35,Lào Cai,372,Mường Khương,VN.LO.MK,,,Huyện,District,,Muong Khuong,0.04949813,1.22600244,370,VN,372,BlockApportionment:VN.Districts,1,29303,28994,10515,8059,5381,3074,1964,10662,8850,5659,2877,1254,21178,16910,11040,5951,3218,12505,4.7,372,0,4.4966102304e-05,4.4966102304e-05,0.049497592431408,1.22591173889242
372,250,VNM,Vietnam,35,Lào Cai,373,Sa Pa,VN.LO.SP,,,Huyện,District,,,0.05897952,1.38351544,371,VN,373,BlockApportionment:VN.Districts,1,29777,29132,11352,8707,5107,2479,1488,12160,8792,5315,2499,1011,23512,17499,10422,4977,2499,11571,5.1,373,0,4.4966102304e-05,4.4966102304e-05,0.058980099601968,1.38339295677464
373,250,VNM,Vietnam,35,Lào Cai,374,Si Ma Cai,VN.LO.SM,,,Huyện,District,,,0.02044309,0.69877102,372,VN,374,BlockApportionment:VN.Districts,1,17487,17073,6973,4982,2833,1358,927,7214,5215,3087,1327,645,14187,10197,5920,2685,1572,6789,5.1,374,0,4.4966102304e-05,4.4966102304e-05,0.020442548377332,0.698705218947855
374,250,VNM,Vietnam,35,Lào Cai,375,Văn Bàn,VN.LO.VB,,,Huyện,District,,Van Ban,0.12364464,1.81092086,373,VN,375,BlockApportionment:VN.Districts,1,43336,42558,13406,13328,8519,4588,2716,14024,14199,8789,4366,1958,27430,27528,17308,8954,4674,17956,4.8,375,0,4.4966102304e-05,4.4966102304e-05,0.123643952082375,1.81048005377945
375,250,VNM,Vietnam,36,Lâm Đồng,376,Đà Lạt,VN.LD.DL,,,Than Pho,City,,Da Lat,0.03270683,0.97184842,374,VN,376,BlockApportionment:VN.Districts,1,106182,115890,24679,38884,26372,16562,9392,26068,32274,26399,15099,6343,50747,71159,52771,31661,15734,66098,3.4,376,0,4.4966102304e-05,4.4966102304e-05,0.032706764141835,0.971552653762525
376,250,VNM,Vietnam,36,Lâm Đồng,377,Đức Trọng,VN.LD.DC,,,Huyện,District,,Duc Trong,0.07511317,1.83971048,375,VN,377,BlockApportionment:VN.Districts,1,91096,89998,26396,23864,20769,12295,6675,27832,25353,21812,11530,4569,54228,49217,42581,23825,11244,44610,4.1,377,0,4.4966102304e-05,4.4966102304e-05,0.075113010014889,1.83912231548265
377,250,VNM,Vietnam,36,Lâm Đồng,378,Đơn Dương,VN.LD.DD,,,Huyện,District,,Don Duong,0.05072344,1.36751147,376,VN,378,BlockApportionment:VN.Districts,1,51434,51233,15002,13878,11860,6749,3743,15999,14461,12268,6094,2612,31001,28339,24128,12843,6355,25381,4,378,0,4.4966102304e-05,4.4966102304e-05,0.050722706048646,1.36730358375682
378,250,VNM,Vietnam,36,Lâm Đồng,379,Đam Rông,VN.LD.DR,,,Huyện,District,,Dam Rong,0.07184024,2.06538431,377,VN,379,BlockApportionment:VN.Districts,1,20684,20492,8064,5732,3806,1773,1119,8297,5684,4159,1757,786,16361,11416,7965,3529,1905,8948,4.6,379,0,4.4966102304e-05,4.4966102304e-05,0.0718404095594,2.06161265361839
379,250,VNM,Vietnam,36,Lâm Đồng,380,Đạ Huoai,VN.LD.DH,,,Huyện,District,,Da Huoai,0.04113064,1.05516918,378,VN,380,BlockApportionment:VN.Districts,1,18988,17901,5260,4723,4017,2473,1429,5764,5334,4304,2463,1124,11024,10057,8320,4936,2552,9658,3.8,380,0,4.4966102304e-05,4.4966102304e-05,0.041131080292416,1.05491208358045
380,250,VNM,Vietnam,36,Lâm Đồng,381,Đạ Tẻh,VN.LD.DT,,,Huyện,District,,Da Teh,0.04370816,1.18257243,379,VN,381,BlockApportionment:VN.Districts,1,24072,23302,6582,6313,4979,3424,2005,7049,6995,5240,3237,1550,13631,13308,10219,6661,3555,11899,4,381,0,4.4966102304e-05,4.4966102304e-05,0.043708322954672,1.18123886896996
381,250,VNM,Vietnam,36,Lâm Đồng,382,Bảo Lâm,VN.LD.BM,,,Huyện,District,,Bao Lam,0.12147697,3.09029282,380,VN,382,BlockApportionment:VN.Districts,1,59204,56802,17848,15524,12885,7140,3405,18904,16550,13746,7358,2646,36752,32074,26630,14498,6051,29293,4,382,0,4.4966102304e-05,4.4966102304e-05,0.121475853353786,3.08841827755179
382,250,VNM,Vietnam,36,Lâm Đồng,383,Bảo Lộc,VN.LD.BC,,,Thi xa,Township,,Bao Loc,0.01936488,0.98697313,381,VN,383,BlockApportionment:VN.Districts,1,81023,81795,21804,20872,19504,12879,6735,23314,20994,19630,12437,4648,45119,41865,39135,25316,11383,43275,3.8,383,0,4.4966102304e-05,4.4966102304e-05,0.019365143647633,0.986428671825487
383,250,VNM,Vietnam,36,Lâm Đồng,384,Cát Tiên,VN.LD.CT,,,Huyện,District,,Cat Tien,0.03537661,1.23047058,382,VN,384,BlockApportionment:VN.Districts,1,20892,19733,5629,5620,3969,3068,1448,6031,6583,4152,2993,1133,11660,12203,8121,6060,2581,10336,3.9,384,0,4.4966102304e-05,4.4966102304e-05,0.035376600126142,1.22864106673153
384,250,VNM,Vietnam,36,Lâm Đồng,385,Di Linh,VN.LD.DI,,,Huyện,District,,,0.134113,2.30223355,383,VN,385,BlockApportionment:VN.Districts,1,85587,83700,26760,22493,18398,10727,5322,27986,23545,19622,10460,3973,54746,46038,38020,21187,9295,40652,4.2,385,0,4.4966102304e-05,4.4966102304e-05,0.134112800640992,2.30118465827973
385,250,VNM,Vietnam,36,Lâm Đồng,386,Lâm Hà,VN.LD.LH,,,Huyện,District,,Lam Ha,0.08150079,1.81294506,384,VN,386,BlockApportionment:VN.Districts,1,75726,72771,22538,20037,16348,9347,4501,23680,21646,17850,9303,3246,46218,41683,34199,18650,7747,36728,4,386,0,4.4966102304e-05,4.4966102304e-05,0.081501360064749,1.81183363711772
386,250,VNM,Vietnam,36,Lâm Đồng,387,Lạc Dương,VN.LD.LD,,,Huyện,District,,Lac Duong,0.10503802,1.99853246,385,VN,387,BlockApportionment:VN.Districts,1,11343,10704,3711,3122,2123,1138,609,4015,3594,2180,1096,458,7727,6716,4304,2234,1067,4622,4.8,387,0,4.4966102304e-05,4.4966102304e-05,0.10503754487172,1.99563744071124
387,250,VNM,Vietnam,37,Lai Châu,388,Lai Châu,VN.LI.LC,,,Thi xa,Township,,Lai Chau,0.00647318,0.5941579,386,VN,388,BlockApportionment:VN.Districts,1,17372,16547,4227,5870,3447,2093,910,4365,6265,4110,2021,610,8592,12135,7557,4114,1520,9829,3.5,388,0,4.4966102304e-05,4.4966102304e-05,0.006473275943563,0.593953890289703
388,250,VNM,Vietnam,37,Lai Châu,389,Mường Tè,VN.LI.MT,,,Huyện,District,,Muong Te,0.32101362,3.25980025,387,VN,389,BlockApportionment:VN.Districts,1,29347,28429,11358,7886,5097,2487,1600,11647,8670,5482,2456,1092,23005,16556,10579,4944,2692,11569,5,389,0,4.4966102304e-05,4.4966102304e-05,0.321012395977732,3.25834564132768
389,250,VNM,Vietnam,37,Lai Châu,390,Phong Thổ,VN.LI.PT,,,Huyện,District,,Phong Tho,0.07218233,1.51810465,388,VN,390,BlockApportionment:VN.Districts,1,31822,30824,11736,8780,5523,2980,1804,12658,9351,5811,2836,1166,24393,18132,11334,5817,2970,12974,4.8,390,0,4.4966102304e-05,4.4966102304e-05,0.072182224610515,1.51760765417475
390,250,VNM,Vietnam,37,Lai Châu,391,Sìn Hồ,VN.LI.SH,,,Huyện,District,,Sin Ho,0.18034759,2.51219171,389,VN,391,BlockApportionment:VN.Districts,1,48994,49281,19449,14622,8659,3981,2568,19692,14981,8822,3798,1701,39141,29604,17481,7779,4269,18527,5.3,391,0,4.4966102304e-05,4.4966102304e-05,0.180347993487885,2.51109718555876
391,250,VNM,Vietnam,37,Lai Châu,392,Tam Đường,VN.LI.TD,,,Huyện,District,,Tam Duong,0.06672654,1.81106765,390,VN,392,BlockApportionment:VN.Districts,1,27725,27449,10038,8325,4915,2565,1606,10433,8762,5097,2364,1070,20471,17087,10012,4929,2676,11247,4.9,392,0,4.4966102304e-05,4.4966102304e-05,0.066726002784208,1.810101565185
392,250,VNM,Vietnam,37,Lai Châu,393,Thanh Uyen,VN.LI.TU,,,Huyện,District,,,0.14731788,2.1294508,391,VN,393,BlockApportionment:VN.Districts,1,58716,59085,21203,18389,10926,5225,3342,21248,18849,11278,5003,2338,42451,37238,22204,10228,5680,23819,4.9,393,0,4.4966102304e-05,4.4966102304e-05,0.147319389669292,2.12900235857461
393,250,VNM,Vietnam,38,Lạng Sơn,394,Đình Lập,VN.LS.DL,,,Huyện,District,,Dinh Lap,0.10394861,2.10689368,392,VN,394,BlockApportionment:VN.Districts,1,14112,13414,3749,3870,2770,1822,1203,4085,4426,3036,1663,902,7833,8296,5806,3485,2105,6715,4.1,394,0,4.4966102304e-05,4.4966102304e-05,0.103948920780795,2.10575909987283
394,250,VNM,Vietnam,38,Lạng Sơn,395,Bình Gia,VN.LS.BG,,,Huyện,District,,Binh Gia,0.09561823,2.00894051,393,VN,395,BlockApportionment:VN.Districts,1,27333,27273,6685,7478,6143,3977,2990,7092,8102,6326,3741,2072,13777,15580,12469,7718,5062,12782,4.3,395,0,4.4966102304e-05,4.4966102304e-05,0.095618022776534,2.00702080189669
395,250,VNM,Vietnam,38,Lạng Sơn,396,Bắc Sơn,VN.LS.BS,,,Huyện,District,,Bac Son,0.06113021,1.25730029,394,VN,396,BlockApportionment:VN.Districts,1,34801,34045,8025,9828,7940,4886,3366,8418,11129,8196,4718,2340,16442,20957,16136,9604,5706,16680,4.1,396,0,4.4966102304e-05,4.4966102304e-05,0.061131166186442,1.25582363041339
396,250,VNM,Vietnam,38,Lạng Sơn,397,Cao Lộc,VN.LS.CA,,,Huyện,District,,Cao Loc,0.05441248,2.142326,395,VN,397,BlockApportionment:VN.Districts,1,39064,39398,10042,11262,8445,5900,3749,10593,11995,8611,5330,2535,20635,23258,17056,11230,6283,17952,4.4,397,0,4.4966102304e-05,4.4966102304e-05,0.054411537200622,2.14155918600475
397,250,VNM,Vietnam,38,Lạng Sơn,398,Chi Lăng,VN.LS.CH,,,Huyện,District,,Chi Lang,0.06144314,1.66042506,396,VN,398,BlockApportionment:VN.Districts,1,38660,38690,9464,10925,8274,6142,3886,9912,12172,8416,5651,2509,19376,23097,16689,11793,6394,17958,4.3,398,0,4.4966102304e-05,4.4966102304e-05,0.061443517745829,1.65972889161466
398,250,VNM,Vietnam,38,Lạng Sơn,399,Hữu Lũng,VN.LS.HL,,,Huyện,District,,Huu Lung,0.07046198,1.45552406,397,VN,399,BlockApportionment:VN.Districts,1,60218,59098,14325,18232,12903,8951,4687,15256,20434,13592,8085,2851,29581,38666,26494,17036,7538,29557,4,399,0,4.4966102304e-05,4.4966102304e-05,0.070462010240817,1.45404220442741
399,250,VNM,Vietnam,38,Lạng Sơn,400,Lộc Bình,VN.LS.LB,,,Huyện,District,,Loc Binh,0.08700494,1.729937,398,VN,400,BlockApportionment:VN.Districts,1,41540,41020,11725,11508,8734,5517,3537,12189,13038,8877,5006,2431,23914,24546,17610,10523,5967,19537,4.2,400,0,4.4966102304e-05,4.4966102304e-05,0.087004421544634,1.72910057441406
400,250,VNM,Vietnam,38,Lạng Sơn,401,Lạng Sơn,VN.LS.LS,,,Than Pho,City,,Langson,0.00676687,0.54902892,399,VN,401,BlockApportionment:VN.Districts,1,43706,46800,9643,13203,11472,8268,4214,10520,11929,10277,7896,3084,20162,25132,21749,16165,7298,25369,3.6,401,0,4.4966102304e-05,4.4966102304e-05,0.006766942829472,0.548770134515203
401,250,VNM,Vietnam,38,Lạng Sơn,402,Tràng Định,VN.LS.TD,,,Huyện,District,,Trang Dinh,0.08970691,1.96394796,400,VN,402,BlockApportionment:VN.Districts,1,30832,30542,6516,8487,6919,4970,3650,6903,9727,7222,4640,2340,13419,18215,14141,9610,5990,15681,3.9,402,0,4.4966102304e-05,4.4966102304e-05,0.089707171840246,1.96267980120872
402,250,VNM,Vietnam,38,Lạng Sơn,403,Vãn Lãng,VN.LS.VL,,,Huyện,District,,Van Lang,0.04985182,1.47963022,401,VN,403,BlockApportionment:VN.Districts,1,26554,26457,5955,7399,6095,4133,2874,6275,8358,6341,3768,1811,12231,15758,12436,7902,4685,13332,4,403,0,4.4966102304e-05,4.4966102304e-05,0.049851499954229,1.47864948204775
403,250,VNM,Vietnam,38,Lạng Sơn,404,Văn Quan,VN.LS.VQ,,,Huyện,District,,Van Quan,0.04793732,1.62704568,402,VN,404,BlockApportionment:VN.Districts,1,28195,28222,6586,7546,6198,4567,3324,6690,8689,6503,4212,2102,13277,16235,12701,8779,5426,13638,4.1,404,0,4.4966102304e-05,4.4966102304e-05,0.047937371288071,1.62628589086796
404,250,VNM,Vietnam,39,Long An,405,Đức Hòa,VN.LA.DO,,,Huyện,District,,Duc Hoa,0.03531039,0.98701452,403,VN,405,BlockApportionment:VN.Districts,1,111034,115668,24303,32037,27817,18814,12697,26342,32344,28411,15830,8107,50645,64381,56228,34644,20804,60741,3.7,405,0,4.4966102304e-05,4.4966102304e-05,0.035312056227667,0.986865121185431
405,250,VNM,Vietnam,39,Long An,406,Đức Huệ,VN.LA.DU,,,Huyện,District,,Duc Hue,0.03544559,0.90800036,404,VN,406,BlockApportionment:VN.Districts,1,31870,30599,7436,7428,7321,5103,3311,8174,8978,7925,4514,2279,15610,16406,15246,9617,5591,17400,3.6,406,0,4.4966102304e-05,4.4966102304e-05,0.035446053549435,0.907883267362437
406,250,VNM,Vietnam,39,Long An,407,Bến Lức,VN.LA.BL,,,Huyện,District,,Ben Luc,0.02390086,0.8492976,405,VN,407,BlockApportionment:VN.Districts,1,76860,78622,16094,23546,18355,12474,8153,17723,23730,19105,11123,5179,33817,47276,37459,23598,13332,40164,3.9,407,0,4.4966102304e-05,4.4966102304e-05,0.023899996002683,0.849049330728581
407,250,VNM,Vietnam,39,Long An,408,Cần Đước,VN.LA.CD,,,Huyện,District,,Can Duoc,0.01826164,0.94966022,406,VN,408,BlockApportionment:VN.Districts,1,87168,89309,20680,21541,20443,15080,11564,22367,23324,21492,13099,6886,43048,44865,41935,28180,18450,44614,4,408,0,4.4966102304e-05,4.4966102304e-05,0.018261042536551,0.949512251351177
408,250,VNM,Vietnam,39,Long An,409,Cần Giuộc,VN.LA.CG,,,Huyện,District,,Can Giuoc,0.01779458,0.89960219,407,VN,409,BlockApportionment:VN.Districts,1,86986,89281,21406,23435,19888,14031,10522,22811,23983,21367,12370,6453,44217,47418,41255,26401,16976,45163,3.9,409,0,4.4966102304e-05,4.4966102304e-05,0.017794978082747,0.898884893283887
409,250,VNM,Vietnam,39,Long An,410,Châu Thành,VN.LA.CT,,,Huyện,District,,Chau Thanh,0.01281767,0.84825726,408,VN,410,BlockApportionment:VN.Districts,1,49422,51469,11226,11204,12461,9520,7057,12013,12151,12906,8319,4033,23239,23356,25367,17839,11090,27365,3.7,410,0,4.4966102304e-05,4.4966102304e-05,0.012817987310655,0.847796084211165
410,250,VNM,Vietnam,39,Long An,411,Mộc Hóa,VN.LA.MH,,,Huyện,District,,Moc Hoa,0.04132318,1.09705862,409,VN,411,BlockApportionment:VN.Districts,1,37002,35510,9049,9841,8849,5078,2693,9944,10982,9402,4685,1988,18993,20823,18251,9763,4681,18565,3.9,411,0,4.4966102304e-05,4.4966102304e-05,0.041323338788857,1.09699015020105
411,250,VNM,Vietnam,39,Long An,412,Tân An,VN.LA.TA,,,Thi xa,Township,,Tan An,0.00673019,0.41435229,410,VN,412,BlockApportionment:VN.Districts,1,66334,72978,13931,19119,18727,13605,7597,15098,17235,17711,11712,4579,29029,36353,36438,25317,12175,38229,3.6,412,0,4.4966102304e-05,4.4966102304e-05,0.006730665680948,0.414240583042673
412,250,VNM,Vietnam,39,Long An,413,Tân Hưng,VN.LA.TG,,,Huyện,District,,Tan Hung,0.04121463,1.0753477,411,VN,413,BlockApportionment:VN.Districts,1,25711,24146,6697,7688,5425,3075,1260,7237,8445,5991,2899,1139,13933,16133,11416,5974,2399,12463,4,413,0,4.4966102304e-05,4.4966102304e-05,0.041215137381869,1.07523440496816
413,250,VNM,Vietnam,39,Long An,414,Tân Thành,VN.LA.TT,,,Huyện,District,,Tan Thanh,0.03473989,0.93042473,412,VN,414,BlockApportionment:VN.Districts,1,40735,38819,10046,11171,9272,5290,3040,10770,12792,10080,4879,2214,20815,23963,19352,10170,5254,19958,4,414,0,4.4966102304e-05,4.4966102304e-05,0.034738945431968,0.930393877132225
414,250,VNM,Vietnam,39,Long An,415,Tân Trụ,VN.LA.TR,,,Huyện,District,,Tan Tru,0.00878354,0.55360224,413,VN,415,BlockApportionment:VN.Districts,1,30912,32265,6776,7537,7681,5908,4363,7327,8032,7933,5185,2435,14103,15569,15613,11094,6798,16945,3.7,415,0,4.4966102304e-05,4.4966102304e-05,0.008783677290126,0.55356584275737
415,250,VNM,Vietnam,39,Long An,416,Thủ Thừa,VN.LA.TU,,,Huyện,District,,Thu Thua,0.0246397,0.93075887,414,VN,416,BlockApportionment:VN.Districts,1,46923,47390,10241,12123,11442,8166,5418,11136,13202,11823,7351,3410,21378,25325,23265,15517,8829,24204,3.9,416,0,4.4966102304e-05,4.4966102304e-05,0.024639937546226,0.930602727889488
416,250,VNM,Vietnam,39,Long An,417,Thanh Hóa,VN.LA.TH,,,Huyện,District,,Thanh Hoa,0.03885435,0.9984788,415,VN,417,BlockApportionment:VN.Districts,1,30556,26935,7320,7537,6253,3833,1992,7875,9992,7497,3686,1505,15195,17529,13750,7520,3497,13966,4.1,417,0,4.4966102304e-05,4.4966102304e-05,0.038855351378174,0.998398861202731
417,250,VNM,Vietnam,39,Long An,418,Vĩnh Hưng,VN.LA.VH,,,Huyện,District,,Vinh Hung,0.03149439,0.9482541,416,VN,418,BlockApportionment:VN.Districts,1,23868,22643,6379,6796,5177,3049,1242,6825,7332,5784,2876,1051,13204,14127,10960,5925,2293,11917,3.9,418,0,4.4966102304e-05,4.4966102304e-05,0.031494033267677,0.948111486843198
418,250,VNM,Vietnam,40,Nam Định,419,Ý Yên,VN.ND.YY,,,Huyện,District,,Y Yen,0.02124429,0.95778973,417,VN,419,BlockApportionment:VN.Districts,1,115918,120628,26875,27084,24474,23362,18834,28921,30152,23524,21060,12260,55796,57236,47998,44422,31093,68774,3.4,419,0,4.4966102304e-05,4.4966102304e-05,0.021243667856197,0.957263286754386
419,250,VNM,Vietnam,40,Nam Định,420,Giao Thủy,VN.ND.GT,,,Huyện,District,,Giao Thuy,0.01782376,0.97931416,418,VN,420,BlockApportionment:VN.Districts,1,97632,99852,24550,23517,20899,18666,12221,26253,25078,20963,16821,8516,50803,48595,41862,35487,20737,58558,3.4,420,0,4.4966102304e-05,4.4966102304e-05,0.017767736781479,0.922277711294155
420,250,VNM,Vietnam,40,Nam Định,421,Hải Hậu,VN.ND.HH,,,Huyện,District,,Hai Hau,0.02000366,0.8902091,419,VN,421,BlockApportionment:VN.Districts,1,133659,136801,32211,32025,27808,27041,17717,34341,35163,26947,24809,12398,66552,67188,54756,51850,30114,84702,3.2,421,0,4.4966102304e-05,4.4966102304e-05,0.020004114520589,0.890072266432576
421,250,VNM,Vietnam,40,Nam Định,422,Mỹ Lộc,VN.ND.ML,,,Huyện,District,,My Loc,0.00642527,0.67859189,420,VN,422,BlockApportionment:VN.Districts,1,34335,36282,7550,8871,7501,7172,5189,8038,9317,7301,6257,3422,15587,18187,14803,13429,8611,20879,3.4,422,0,4.4966102304e-05,4.4966102304e-05,0.006425929356737,0.678133000370779
422,250,VNM,Vietnam,40,Nam Định,423,Nam Định,VN.ND.ND,,,Huyện,District,,Nam Dinh,0.00403547,0.4565504,421,VN,423,BlockApportionment:VN.Districts,1,111799,123068,21642,36576,24085,24606,16158,23339,31024,21989,23026,12419,44982,67600,46074,47632,28578,75925,3.1,423,0,4.4966102304e-05,4.4966102304e-05,0.004009510330889,0.418850202630231
423,250,VNM,Vietnam,40,Nam Định,425,Nghĩa Hưng,VN.ND.NH,,,Huyện,District,,Nghia Hung,0.02026568,1.11879134,422,VN,425,BlockApportionment:VN.Districts,1,90660,91006,21449,21621,18820,17241,11875,23132,24165,18724,16124,8513,44582,45786,37544,33365,20388,55499,3.3,425,0,4.4966102304e-05,4.4966102304e-05,0.020265674579832,1.11853020902172
424,250,VNM,Vietnam,40,Nam Định,426,Trực Ninh,VN.ND.TN,,,Huyện,District,,Truc Ninh,0.01242258,0.80666429,423,VN,426,BlockApportionment:VN.Districts,1,90027,92619,21418,22009,18515,18168,12510,23111,23847,18220,16404,8446,44529,45856,36735,34571,20955,57029,3.2,426,0,4.4966102304e-05,4.4966102304e-05,0.012417481460489,0.797253758171887
425,250,VNM,Vietnam,40,Nam Định,427,Vụ Bản,VN.ND.VB,,,Huyện,District,,Vu Ban,0.01322629,0.73804492,424,VN,427,BlockApportionment:VN.Districts,1,66112,70883,14377,17467,14358,13714,10967,15397,18292,13377,12107,6941,29774,35759,27735,25821,17907,40203,3.4,427,0,4.4966102304e-05,4.4966102304e-05,0.013226077597437,0.737308385176821
426,250,VNM,Vietnam,40,Nam Định,428,Xuân Trường,VN.ND.XT,,,Huyện,District,,Xuan Truong,0.01001254,0.60886184,425,VN,428,BlockApportionment:VN.Districts,1,82865,86381,20764,20600,17271,16397,11347,22629,21225,16602,14600,7810,43393,41825,33873,30997,19158,49512,3.4,428,0,4.4966102304e-05,4.4966102304e-05,0.010012373908012,0.608773140925916
427,250,VNM,Vietnam,41,Nghệ An,429,Đô Lương,VN.NA.DL,,,Huyện,District,,Do Luong,0.03037793,1.23765371,426,VN,429,BlockApportionment:VN.Districts,1,96713,99435,23846,23744,21217,16608,14021,25439,26595,19957,14861,9861,49286,50338,41173,31469,23882,52397,3.7,429,0,4.4966102304e-05,4.4966102304e-05,0.030378117453552,1.23760604381596
428,250,VNM,Vietnam,41,Nghệ An,430,Anh Sơn,VN.NA.AS,,,Huyện,District,,Anh Son,0.05191271,1.76622983,427,VN,430,BlockApportionment:VN.Districts,1,52915,54080,13125,12477,12219,9315,6944,13999,13997,11474,8761,4683,27124,26474,23693,18076,11627,29756,3.6,430,0,4.4966102304e-05,4.4966102304e-05,0.051912297970716,1.76612241806407
429,250,VNM,Vietnam,41,Nghệ An,431,Cửa Lò,VN.NA.CL,,,Thi xa,Township,,Cua Lo,0.00212107,0.31312981,428,VN,431,BlockApportionment:VN.Districts,1,22768,24762,5217,8806,4859,3726,2155,5516,7538,4909,3258,1547,10732,16344,9768,6984,3703,12408,3.8,431,0,4.4966102304e-05,4.4966102304e-05,0.002057270506498,0.275542153819196
430,250,VNM,Vietnam,41,Nghệ An,432,Con Cuông,VN.NA.CC,,,Huyện,District,,Con Cuong,0.15020941,2.3100433,429,VN,432,BlockApportionment:VN.Districts,1,34550,33589,8972,9095,7682,4813,3028,9498,10671,7758,4498,2126,18469,19766,15439,9311,5154,16902,4,432,0,4.4966102304e-05,4.4966102304e-05,0.150208289821649,2.30991666666593
431,250,VNM,Vietnam,41,Nghệ An,433,Diễn Châu,VN.NA.DC,,,Huyện,District,,Dien Chau,0.02552951,1.15968855,430,VN,433,BlockApportionment:VN.Districts,1,135944,141274,36050,34012,29366,23684,18163,38325,36754,27941,20557,12366,74376,70766,57306,44241,30529,71714,3.9,433,0,4.4966102304e-05,4.4966102304e-05,0.025529491242651,1.1595470851657
