OBJECTID,ID_0,ISO,NAME_0,ID_1,NAME_1,ID_2,NAME_2,HASC_2,CCN_2,CCA_2,TYPE_2,ENGTYPE_2,NL_NAME_2,VARNAME_2,Shape__Area,Shape__Length,ID,sourceCountry,ENRICH_FID,aggregationMethod,HasData,MALES_CY,FEMALES_CY,FAGE01_CY,FAGE02_CY,FAGE03_CY,FAGE04_CY,FAGE05_CY,MAGE01_CY,MAGE02_CY,MAGE03_CY,MAGE04_CY,MAGE05_CY,PAGE01_CY,PAGE02_CY,PAGE03_CY,PAGE04_CY,PAGE05_CY,TOTHH_CY,AVGHHSZ_CY,InPoly_FID,SimPgnFlag,MaxSimpTol,MinSimpTol,Shape__Area_2,Shape__Length_2
273,250,VNM,Vietnam,26,Hồ Chí Minh city,274,Quận 4,VN.HC.QD,,,Quận,Urban District,,4,0.00034213,0.08735768,272,VN,274,BlockApportionment:VN.Districts,1,96099,108058,18764,28942,28475,21151,10726,20299,26473,25980,17287,6059,39063,55415,54455,38439,16785,42899,4.8,274,0,4.4966102304e-05,4.4966102304e-05,0.000341672824788,0.087343859927587
274,250,VNM,Vietnam,26,Hồ Chí Minh city,275,Quận 5,VN.HC.QE,,,Quận,Urban District,,5,0.00034431,0.09670131,273,VN,275,BlockApportionment:VN.Districts,1,86359,100629,14987,30552,22711,21064,11315,16433,26836,19725,16052,7314,31420,57388,42436,37116,18629,43458,4.3,275,0,4.4966102304e-05,4.4966102304e-05,0.000344406776662,0.096673246768105
275,250,VNM,Vietnam,26,Hồ Chí Minh city,276,Quận 6,VN.HC.QF,,,Quận,Urban District,,6,0.00058821,0.11120459,274,VN,276,BlockApportionment:VN.Districts,1,134508,149106,27839,40026,38992,28077,14172,29488,37523,36112,22600,8785,57326,77549,75104,50677,22957,64963,4.4,276,0,4.4966102304e-05,4.4966102304e-05,0.000588054290574,0.111097608437929
276,250,VNM,Vietnam,26,Hồ Chí Minh city,277,Quận 7,VN.HC.QG,,,Quận,Urban District,,7,0.00291783,0.30038271,275,VN,277,BlockApportionment:VN.Districts,1,132471,148405,24235,60077,36635,18857,8601,26323,47839,35901,16840,5568,50558,107915,72536,35697,14168,68684,4.1,277,0,4.4966102304e-05,4.4966102304e-05,0.002917981261362,0.300333245052262
277,250,VNM,Vietnam,26,Hồ Chí Minh city,278,Quận 8,VN.HC.QH,,,Quận,Urban District,,8,0.00158461,0.28513392,276,VN,278,BlockApportionment:VN.Districts,1,219398,240417,44627,71318,63708,40928,19836,47818,65283,60272,34266,11759,92445,136602,123980,75193,31595,110840,4.1,278,0,4.4966102304e-05,4.4966102304e-05,0.001584437181009,0.28493100202067
278,250,VNM,Vietnam,26,Hồ Chí Minh city,279,Quận 9,VN.HC.QI,,,Quận,Urban District,,9,0.0094442,0.4764892,277,VN,279,BlockApportionment:VN.Districts,1,134646,136555,24982,52941,32883,16965,8784,27269,51282,34842,15419,5833,52251,104224,67726,32384,14617,74025,3.7,279,0,4.4966102304e-05,4.4966102304e-05,0.009444698291645,0.476395103172273
279,250,VNM,Vietnam,26,Hồ Chí Minh city,280,Tân Bình,VN.HC.TB,,,Quận,Urban District,,Tan Binh,0.00186606,0.20953222,278,VN,280,BlockApportionment:VN.Districts,1,233255,252410,42174,89674,62253,38383,19928,46385,81734,57689,33961,13486,88559,171408,119941,72343,33414,118143,4.1,280,0,4.4966102304e-05,4.4966102304e-05,0.001865762000421,0.209473879576207
280,250,VNM,Vietnam,26,Hồ Chí Minh city,281,Tan Phu,VN.HC.TP,,,Quận,Urban District,,,0.00130505,0.1745332,279,VN,281,BlockApportionment:VN.Districts,1,220552,235129,43138,86502,61303,30739,13446,46932,76894,59991,27568,9167,90070,163397,121294,58307,22613,118434,3.8,281,0,4.4966102304e-05,4.4966102304e-05,0.001305279271378,0.174449095211919
281,250,VNM,Vietnam,26,Hồ Chí Minh city,282,Thủ Đức,VN.HC.TD,,,Quận,Urban District,,Thu Duc,0.0039901,0.47846959,280,VN,282,BlockApportionment:VN.Districts,1,259413,281620,44474,125725,64017,31811,15593,48371,107109,66076,28197,9661,92844,232833,130093,60008,25254,154192,3.5,282,0,4.4966102304e-05,4.4966102304e-05,0.003990286343878,0.478314631132124
282,250,VNM,Vietnam,27,Hòa Bình,283,Đà Bắc,VN.HO.DR,,,Huyện,District,,Đà Rắc| Da Bac,0.07139221,1.67669702,281,VN,283,BlockApportionment:VN.Districts,1,27279,26788,6893,7930,6155,3706,2104,7288,8564,6350,3479,1597,14182,16494,12505,7185,3701,13358,4,283,0,4.4966102304e-05,4.4966102304e-05,0.071392148925497,1.67595920276344
283,250,VNM,Vietnam,27,Hòa Bình,284,Cao Phong,VN.HO.CP,,,Huyện,District,,,0.02201974,0.8841082,282,VN,284,BlockApportionment:VN.Districts,1,21450,21747,4940,6613,5153,3237,1804,5184,6966,5074,3074,1153,10123,13579,10227,6312,2956,10306,4.2,284,0,4.4966102304e-05,4.4966102304e-05,0.022019666454298,0.883843882223277
284,250,VNM,Vietnam,27,Hòa Bình,285,Hòa Bình,VN.HO.HB,,,Thi xa,Township,,Hoa Binh,0.0112042,0.62317091,283,VN,285,BlockApportionment:VN.Districts,1,45506,48477,9447,13594,10916,9804,4717,10274,12317,9999,9271,3644,19722,25911,20915,19075,8361,27554,3.4,285,0,4.4966102304e-05,4.4966102304e-05,0.01120417912648,0.622981108038726
285,250,VNM,Vietnam,27,Hòa Bình,286,Kỳ Sơn,VN.HO.KS,,,Huyện,District,,Ky Son,0.0170457,0.80363763,284,VN,286,BlockApportionment:VN.Districts,1,17044,17355,3670,4786,4047,2913,1939,3905,5072,4011,2813,1243,7575,9857,8058,5726,3181,8570,4,286,0,4.4966102304e-05,4.4966102304e-05,0.017045554227934,0.803262877513582
286,250,VNM,Vietnam,27,Hòa Bình,287,Kim Bôi,VN.HO.KB,,,Huyện,District,,Kim Boi,0.05524282,1.52068758,285,VN,287,BlockApportionment:VN.Districts,1,45376,45725,10946,13424,10143,7285,3925,11549,14839,10171,6471,2345,22496,28263,20315,13756,6271,21116,4.3,287,0,4.4966102304e-05,4.4966102304e-05,0.055243969589583,1.52015782076205
287,250,VNM,Vietnam,27,Hòa Bình,288,Lương Sơn,VN.HO.LG,,,Huyện,District,,Luong Son,0.01414593,1.2628572,286,VN,288,BlockApportionment:VN.Districts,1,19076,19565,4675,5460,4492,3093,1844,4898,5794,4425,2804,1156,9573,11254,8917,5897,3000,9874,3.9,288,0,4.4966102304e-05,4.4966102304e-05,0.014145405071986,1.26218358213043
288,250,VNM,Vietnam,27,Hòa Bình,289,Lạc Sơn,VN.HO.LC,,,Huyện,District,,Lac Son,0.05086607,1.25138491,287,VN,289,BlockApportionment:VN.Districts,1,69485,70153,16744,21099,15567,10271,6472,17261,23443,15376,9353,4052,34005,44543,30943,19624,10523,31627,4.4,289,0,4.4966102304e-05,4.4966102304e-05,0.050866034763658,1.250955768978
289,250,VNM,Vietnam,27,Hòa Bình,290,Lạc Thuỷ,VN.HO.LT,,,Huyện,District,,Lac Thuy,0.02496555,1.14504497,288,VN,290,BlockApportionment:VN.Districts,1,30604,30861,7093,8082,7158,5450,3077,7303,9157,7108,4980,2057,14395,17239,14267,10430,5134,16877,3.6,290,0,4.4966102304e-05,4.4966102304e-05,0.024965294077674,1.14456354523381
290,250,VNM,Vietnam,27,Hòa Bình,291,Mai Châu,VN.HO.MC,,,Huyện,District,,Mai Chau,0.04487009,1.27698884,289,VN,291,BlockApportionment:VN.Districts,1,27120,27424,6184,7600,6742,4223,2674,6495,8158,6608,4032,1827,12679,15757,13350,8255,4502,13203,4.1,291,0,4.4966102304e-05,4.4966102304e-05,0.044870444502749,1.2764038741059
291,250,VNM,Vietnam,27,Hòa Bình,292,Tân Lạc,VN.HO.TL,,,Huyện,District,,Tan Lac,0.04636301,1.29255718,290,VN,292,BlockApportionment:VN.Districts,1,41849,42029,9617,12148,9841,6571,3851,10083,13364,9703,6212,2486,19701,25512,19545,12783,6337,20179,4.2,292,0,4.4966102304e-05,4.4966102304e-05,0.046363224603056,1.29203119637855
292,250,VNM,Vietnam,27,Hòa Bình,293,Yên Thuỷ,VN.HO.YT,,,Huyện,District,,Yen Thuy,0.02474447,1.00762331,291,VN,293,BlockApportionment:VN.Districts,1,32357,32620,7405,9524,7502,5132,3057,7792,10422,7515,4682,1946,15197,19946,15017,9814,5003,16533,3.9,293,0,4.4966102304e-05,4.4966102304e-05,0.024744791366402,1.00718072814752
293,250,VNM,Vietnam,28,Hưng Yên,294,Ân Thi,VN.HY.AT,,,Huyện,District,,,0.01126974,0.63445781,292,VN,294,BlockApportionment:VN.Districts,1,66275,67732,14164,17320,14152,12122,9975,15704,19232,13911,10905,6524,29868,36552,28063,23026,16498,38907,3.4,294,0,4.4966102304e-05,4.4966102304e-05,0.0112698262908,0.634168369274937
294,250,VNM,Vietnam,28,Hưng Yên,295,Hưng Yên,VN.HY.HY ,,,Thi xa,Township,,Hung Yen,0.00174359,0.2198119,293,VN,295,BlockApportionment:VN.Districts,1,41715,44370,8931,12542,9686,7618,5593,10141,10996,9405,7264,3909,19072,23537,19092,14882,9502,24637,3.5,295,0,4.4966102304e-05,4.4966102304e-05,0.001743499592976,0.219734120730695
295,250,VNM,Vietnam,28,Hưng Yên,296,Khoái Châu,VN.HY.KC,,,Huyện,District,,Khoai Chau,0.0113509,0.60913965,294,VN,296,BlockApportionment:VN.Districts,1,95126,95271,20609,24817,19737,16519,13590,23004,28346,20121,15239,8415,43613,53163,39858,31757,22005,54528,3.5,296,0,4.4966102304e-05,4.4966102304e-05,0.011350676924621,0.609028406519638
296,250,VNM,Vietnam,28,Hưng Yên,297,Kim Động,VN.HY.KD,,,Huyện,District,,Kim Dong,0.01027959,0.57549329,295,VN,297,BlockApportionment:VN.Districts,1,62887,64530,13566,15927,13541,11698,9798,15182,17367,13443,10630,6264,28748,33295,26984,22328,16062,35735,3.6,297,0,4.4966102304e-05,4.4966102304e-05,0.010279988639468,0.575330697868423
297,250,VNM,Vietnam,28,Hưng Yên,298,Mỹ Hào,VN.HY.MH,,,Huyện,District,,My Hao,0.00687565,0.47813614,296,VN,298,BlockApportionment:VN.Districts,1,48620,49417,10665,14691,10135,7886,6040,11726,15035,10521,7267,4071,22391,29727,20656,15153,10111,27955,3.5,298,0,4.4966102304e-05,4.4966102304e-05,0.006875071560899,0.477952459402918
298,250,VNM,Vietnam,28,Hưng Yên,299,Phù Cừ,VN.HY.PC,,,Huyện,District,,Phu Cu,0.0081993,0.59684644,297,VN,299,BlockApportionment:VN.Districts,1,40062,41532,8754,9186,8917,7974,6701,9733,10012,8476,7385,4456,18487,19198,17394,15359,11157,25983,3.1,299,0,4.4966102304e-05,4.4966102304e-05,0.008199344068544,0.596504364390256
299,250,VNM,Vietnam,28,Hưng Yên,300,Tiên Lữ,VN.HY.TL,,,Huyện,District,,Tien Lu,0.0101084,0.63222652,298,VN,300,BlockApportionment:VN.Districts,1,51069,53434,11297,12391,11313,9811,8624,12706,12925,11065,8836,5536,24003,25315,22378,18647,14160,32232,3.2,300,0,4.4966102304e-05,4.4966102304e-05,0.010109042354315,0.632042053750526
300,250,VNM,Vietnam,28,Hưng Yên,301,Văn Giang,VN.HY.VG,,,Huyện,District,,Van Giang,0.00638832,0.46609974,299,VN,301,BlockApportionment:VN.Districts,1,53404,54284,11909,13781,11736,9401,7457,13132,14384,12094,8828,4967,25040,28166,23830,18229,12424,29715,3.6,301,0,4.4966102304e-05,4.4966102304e-05,0.006388013652668,0.466014403420956
301,250,VNM,Vietnam,28,Hưng Yên,302,Văn Lâm,VN.HY.VL,,,Huyện,District,,Van Lam,0.00643457,0.59312201,300,VN,302,BlockApportionment:VN.Districts,1,55805,59467,11730,20842,11202,8850,6842,13172,18266,11821,8236,4311,24902,39108,23023,17086,11153,33910,3.4,302,0,4.4966102304e-05,4.4966102304e-05,0.006434420000915,0.592946791711632
302,250,VNM,Vietnam,28,Hưng Yên,303,Yên Mỹ,VN.HY.YM,,,Huyện,District,,Yen My,0.00799039,0.51796262,301,VN,303,BlockApportionment:VN.Districts,1,68979,70231,15458,20492,14381,11415,8485,17201,21536,14688,10173,5380,32659,42028,29069,21588,13865,38749,3.6,303,0,4.4966102304e-05,4.4966102304e-05,0.007990797644197,0.517825391791758
303,250,VNM,Vietnam,29,Hải Dương,304,Bình Giang,VN.HD.BG,,,Huyện,District,,Binh Giang,0.00923011,0.56227998,302,VN,304,BlockApportionment:VN.Districts,1,55030,56543,12239,14211,12164,10199,7731,13250,15673,11922,9285,4900,25489,29884,24087,19484,12630,31467,3.5,304,0,4.4966102304e-05,4.4966102304e-05,0.009230141410853,0.562029924336284
304,250,VNM,Vietnam,29,Hải Dương,305,Cẩm Giàng,VN.HD.CG,,,Huyện,District,,Cam Giang,0.00960232,0.60841394,303,VN,305,BlockApportionment:VN.Districts,1,64790,69268,14111,20771,14074,11451,8860,15507,19006,14023,10556,5698,29618,39778,28097,22007,14558,37526,3.6,305,0,4.4966102304e-05,4.4966102304e-05,0.009602812833691,0.607920986137236
305,250,VNM,Vietnam,29,Hải Dương,306,Chí Linh,VN.HD.CL,,,Huyện,District,,Chi Linh,0.02457146,0.9670636,304,VN,306,BlockApportionment:VN.Districts,1,83930,81560,16356,23301,17420,15273,9210,17567,27811,17651,14290,6611,33923,51112,35071,29563,15821,48169,3.4,306,0,4.4966102304e-05,4.4966102304e-05,0.024570926251499,0.96642042511244
306,250,VNM,Vietnam,29,Hải Dương,307,Gia Lộc,VN.HD.GL,,,Huyện,District,,Gia Loc,0.01078777,0.68871366,305,VN,307,BlockApportionment:VN.Districts,1,69270,72866,15799,17131,15273,14030,10633,17230,17847,14818,12549,6827,33029,34978,30091,26579,17460,43732,3.3,307,0,4.4966102304e-05,4.4966102304e-05,0.010787459307949,0.688192777116013
307,250,VNM,Vietnam,29,Hải Dương,308,Hải Dương,VN.HD.HD,,,Than Pho,City,,Hai Duong,0.00326035,0.3040022,306,VN,308,BlockApportionment:VN.Districts,1,105925,120604,22890,41627,23364,20362,12361,25130,29772,22338,19226,9458,48020,71399,45703,39589,21819,70306,3.2,308,0,4.4966102304e-05,4.4966102304e-05,0.003260399703322,0.303902539228097
308,250,VNM,Vietnam,29,Hải Dương,309,Kim Thành,VN.HD.KT,,,Huyện,District,,Kim Thanh,0.00996736,0.79517803,307,VN,309,BlockApportionment:VN.Districts,1,64458,65836,12989,17214,14006,12911,8715,14175,18627,13936,11931,5788,27164,35841,27943,24843,14503,39428,3.3,309,0,4.4966102304e-05,4.4966102304e-05,0.00996719294335,0.794760427531764
